SeqNo,Date,UTC Time,datetime,[°C*10] LCC_CABINET_TEMP,[°C*10] LCC_CABINET_HUM,[%] LCC_UPS_BATT_LVL,[bar] HPU_SYSTEM_PRESSURE,[°C*10] HPU_OIL_TEMPERATURE,[rpm] HPU_MOTOR_SPEED,[W] HPU_MOTOR_POWER,[V] BATTERIES_VOLTAGE,[A*10] BATTERIES_CURRENT,[kWh] BATTERIES_CAPACITY,[%] BATTERIES_SOC,[A*10] CHARGER_CURRENT,FRONT_LINKS_UL_POS,FRONT_LINKS_UL_SPEED,FRONT_LINKS_UL_VALVE,FRONT_LINKS_UR_POS,FRONT_LINKS_UR_SPEED,FRONT_LINKS_UR_VALVE,FRONT_LINKS_LL_POS,FRONT_LINKS_LL_SPEED,FRONT_LINKS_LL_VALVE,FRONT_LINKS_LR_POS,FRONT_LINKS_LR_SPEED,FRONT_LINKS_LR_VALVE,[°*10] TUGGER ROTATION,[°/s*100] TUGGER ROTATION SPEED,[bar] TUGGER PRESSURE A,[bar] TUGGER PRESSURE B,[bar] TUGGER PRESSURE BRAKE,[%] TUGGER VALVE,[mm] COG LEFT POSITION,[mm*100] COG LEFT SPEED,[bar] COG LEFT BOTTOMSIDE PRESSURE,[bar] COG LEFT RODSIDE PRESSURE,[mm] COG RIGHT POSITION,[mm*100] COG RIGHT SPEED,[bar] COG RIGHT BOTTOMSIDE PRESSURE,[bar] COG RIGHT RODSIDE PRESSURE,[%] COG VALVE FEEDBACK
126484,2025-09-28,19:43:57.109,2025-09-28 19:43:57.109,230,514,100,0,239,0,0,743,121,105,99,147,523.02,0.0,0.462963,522.615,0.0,0.9548611,577.19,0.0,-0.1519097,577.12,0.0,0.1880787,0,0,0,0,0,0,31,0,25,37,31,10,24,36,1
126485,2025-09-28,19:43:57.639,2025-09-28 19:43:57.639,230,514,100,0,239,0,0,742,120,105,99,147,523.02,0.0,0.354456,522.62,0.1009289,1.034433,577.19,0.0,0.01446759,577.12,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126486,2025-09-28,19:43:58.152,2025-09-28 19:43:58.152,230,514,100,0,239,0,0,743,120,105,99,147,523.02,0.0,0.4774306,522.615,0.0,0.9548611,577.19,0.0,-0.1446759,577.12,0.0,0.1880787,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126487,2025-09-28,19:43:58.663,2025-09-28 19:43:58.663,230,513,100,0,239,0,0,743,120,105,99,147,523.02,0.0,1.244213,522.615,0.100468,1.20081,577.19,0.0,-0.01446759,577.12,0.0,0.1663773,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126488,2025-09-28,19:43:59.175,2025-09-28 19:43:59.175,230,513,100,0,239,0,0,743,121,105,99,147,523.015,0.0,0.4340278,522.615,0.09911038,0.9548611,577.19,0.0,-0.1302083,577.12,-0.09822596,0.1736111,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126489,2025-09-28,19:43:59.688,2025-09-28 19:43:59.688,230,513,100,0,239,0,0,743,121,105,99,147,523.02,0.0,0.3689236,522.62,0.0,1.034433,577.19,0.0,-0.1085069,577.115,0.0,0.1446759,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126490,2025-09-28,19:44:00.199,2025-09-28 19:44:00.199,230,513,100,0,239,0,0,743,121,105,99,147,523.02,0.0,0.4484954,522.62,0.0,0.9476273,577.19,0.0,-0.02170139,577.12,0.0,0.1736111,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126491,2025-09-28,19:44:00.712,2025-09-28 19:44:00.712,230,513,100,0,239,0,0,743,121,105,99,147,523.02,0.0,0.3689236,522.615,-0.09911038,1.150174,577.19,0.0,-0.1302083,577.12,0.0,0.1736111,0,0,0,0,0,0,31,-10,25,37,31,10,24,36,1
126492,2025-09-28,19:44:01.225,2025-09-28 19:44:01.225,230,513,100,0,239,0,0,743,120,105,99,147,523.02,0.0,1.331019,522.615,-0.09911028,0.9548611,577.19,0.0,-0.02170139,577.12,0.0,0.1519097,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126493,2025-09-28,19:44:01.737,2025-09-28 19:44:01.737,230,513,100,0,239,0,0,743,120,105,99,147,523.02,0.0,0.3472222,522.615,0.100468,1.034433,577.19,0.0,-0.1519097,577.12,0.0,0.1446759,0,0,0,0,0,0,31,11,25,37,31,0,24,36,1
126494,2025-09-28,19:44:02.249,2025-09-28 19:44:02.249,230,513,100,0,239,0,0,743,120,105,99,147,523.02,0.0,0.4123264,522.615,-0.1004681,0.9548611,577.19,0.0,-0.02893518,577.12,0.1052756,0.2025463,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126495,2025-09-28,19:44:02.760,2025-09-28 19:44:02.760,230,513,100,0,239,0,0,743,121,105,99,147,523.02,0.0,0.390625,522.61,0.0,1.034433,577.19,0.0,-0.1374421,577.12,0.0,0.1229745,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126496,2025-09-28,19:44:03.273,2025-09-28 19:44:03.273,230,513,100,0,239,0,0,743,121,105,99,147,523.02,0.0,1.338252,522.62,-0.100468,1.128472,577.19,0.0,-0.01446759,577.12,-0.07858077,0.2387153,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126497,2025-09-28,19:44:03.785,2025-09-28 19:44:03.785,230,513,100,0,239,0,0,743,121,105,99,147,523.015,-0.09911133,0.354456,522.62,0.0,1.034433,577.19,0.0,-0.1591435,577.12,-0.08240686,0.1229745,0,0,0,0,0,0,31,-10,25,37,31,-12,24,36,1
126498,2025-09-28,19:44:04.297,2025-09-28 19:44:04.297,230,513,100,0,239,0,0,743,120,105,99,147,523.02,0.1000124,0.4195602,522.61,0.09822544,0.9548611,577.19,0.0,-0.1519097,577.12,0.0,0.1591435,0,0,0,0,0,0,31,0,25,37,31,-15,24,36,1
126499,2025-09-28,19:44:04.812,2025-09-28 19:44:04.812,230,513,100,0,239,0,0,743,121,105,99,147,523.02,-0.09911133,0.3327546,522.62,-0.09911038,1.034433,577.19,0.0,0.007233796,577.12,0.0,0.1446759,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126500,2025-09-28,19:44:05.325,2025-09-28 19:44:05.325,230,513,100,0,239,0,0,743,121,105,99,147,523.02,0.0,0.4774306,522.62,0.1000113,0.9548611,577.19,0.0,-0.1374421,577.12,-0.09822596,0.2604167,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126501,2025-09-28,19:44:05.838,2025-09-28 19:44:05.838,230,513,100,0,239,0,0,743,121,105,99,146,523.02,0.09955981,1.244213,522.615,0.0,1.193576,577.19,0.0,-0.09403935,577.12,0.0,0.1591435,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126502,2025-09-28,19:44:06.353,2025-09-28 19:44:06.353,230,513,100,0,239,0,0,743,120,105,99,147,523.015,0.0,0.4340278,522.62,0.0,0.9548611,577.19,0.0,-0.05787037,577.115,0.0,0.1446759,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126503,2025-09-28,19:44:06.865,2025-09-28 19:44:06.865,230,513,100,0,239,0,0,743,120,105,99,147,523.015,0.0,0.3255208,522.62,0.1000113,1.034433,577.19,0.0,-0.1374421,577.12,0.0,0.1302083,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126504,2025-09-28,19:44:07.379,2025-09-28 19:44:07.379,230,513,100,0,239,0,0,743,120,105,99,147,523.02,-0.100469,0.3689236,522.615,0.100468,0.9548611,577.19,0.0,-0.02170139,577.12,0.0,0.2242477,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126505,2025-09-28,19:44:07.890,2025-09-28 19:44:07.890,230,513,100,0,239,0,0,743,120,105,99,147,523.015,0.0,0.3689236,522.62,0.09778887,1.034433,577.19,0.0,-0.1229745,577.12,0.1052757,0.09403935,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126506,2025-09-28,19:44:08.404,2025-09-28 19:44:08.404,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,1.345486,522.62,0.0,1.128472,577.19,0.0,-0.02893518,577.12,0.0,0.2314815,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126507,2025-09-28,19:44:08.918,2025-09-28 19:44:08.918,230,513,100,0,239,0,0,744,121,105,99,147,523.015,0.09822647,0.3761574,522.615,0.0,1.034433,577.19,0.0,-0.1374421,577.12,-0.07858077,0.1446759,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126508,2025-09-28,19:44:09.430,2025-09-28 19:44:09.430,230,513,100,0,239,0,0,744,121,105,99,147,523.015,0.0,0.426794,522.62,0.0,0.9548611,577.19,0.0,-0.04340278,577.12,0.0,0.2314815,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126509,2025-09-28,19:44:09.945,2025-09-28 19:44:09.945,230,513,100,0,239,0,0,744,120,105,99,147,523.02,-0.100469,0.3689236,522.62,-0.100468,1.034433,577.19,0.0,-0.1446759,577.12,0.1028159,0.1157407,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126510,2025-09-28,19:44:10.456,2025-09-28 19:44:10.456,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,1.29485,522.615,0.1004681,0.9548611,577.19,0.0,-0.1591435,577.12,0.0,0.2676505,0,0,0,0,0,0,31,10,25,37,31,-10,24,36,1
126511,2025-09-28,19:44:10.968,2025-09-28 19:44:10.968,230,513,100,0,239,0,0,744,120,105,99,147,523.015,-0.1073303,0.3472222,522.62,-0.2000226,1.193576,577.19,0.0,-0.02170139,577.12,0.0,0.09403935,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126512,2025-09-28,19:44:11.484,2025-09-28 19:44:11.484,230,513,100,0,239,0,0,744,120,105,99,147,523.02,0.0,0.4340278,522.615,0.0,0.9548611,577.19,0.0,-0.1591435,577.12,0.0,0.1736111,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126513,2025-09-28,19:44:11.995,2025-09-28 19:44:11.995,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.3761574,522.615,0.0,1.034433,577.19,0.0,-0.06510416,577.115,0.0,0.09403935,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126514,2025-09-28,19:44:12.507,2025-09-28 19:44:12.507,230,513,100,0,239,0,0,744,121,105,99,147,523.02,0.1000124,0.4412616,522.615,0.0,0.9548611,577.19,0.0,-0.02170139,577.12,0.09866634,0.1446759,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126515,2025-09-28,19:44:13.020,2025-09-28 19:44:13.020,230,513,100,0,239,0,0,744,121,105,99,146,523.02,0.0952498,1.265914,522.615,0.1000114,1.20081,577.19,0.0,-0.1446759,577.12,0.0,0.1736111,0,0,0,0,0,0,31,10,25,37,31,9,24,36,1
126516,2025-09-28,19:44:13.535,2025-09-28 19:44:13.535,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.4484954,522.615,0.0,0.9548611,577.19,0.0,-0.05063657,577.12,0.0,0.2097801,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126517,2025-09-28,19:44:14.047,2025-09-28 19:44:14.047,230,513,100,0,239,0,0,744,120,105,99,147,523.02,0.0,0.3761574,522.615,-0.09911038,1.034433,577.19,0.0,-0.1374421,577.12,0.0,0.1012731,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126518,2025-09-28,19:44:14.559,2025-09-28 19:44:14.559,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.4701968,522.62,-0.101394,0.9548611,577.19,0.0,-0.02170139,577.12,0.0,0.2170139,0,0,0,0,0,0,31,0,25,37,31,10,24,36,1
126519,2025-09-28,19:44:15.074,2025-09-28 19:44:15.074,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.3399884,522.62,0.0,1.034433,577.19,0.0,-0.1229745,577.12,0.0,0.1012731,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126520,2025-09-28,19:44:15.587,2025-09-28 19:44:15.587,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,1.309317,522.62,0.1009289,1.128472,577.19,0.0,-0.02893518,577.12,0.0,0.2604167,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126521,2025-09-28,19:44:16.098,2025-09-28 19:44:16.098,230,513,100,0,239,0,0,744,120,105,99,146,523.015,0.0,0.3616898,522.62,0.0,1.034433,577.19,0.0,-0.1374421,577.12,0.0,0.1302083,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126522,2025-09-28,19:44:16.614,2025-09-28 19:44:16.614,230,513,100,0,239,0,0,744,121,105,99,147,523.015,0.0,0.426794,522.615,0.1000113,0.9548611,577.19,0.0,-0.02893518,577.115,0.0,0.1736111,0,0,0,0,0,0,31,0,25,37,31,-16,24,36,1
126523,2025-09-28,19:44:17.126,2025-09-28 19:44:17.126,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.3761574,522.62,0.09650224,1.034433,577.19,0.0,-0.1374421,577.12,0.0,0.1157407,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126524,2025-09-28,19:44:17.642,2025-09-28 19:44:17.642,230,513,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.8246528,522.62,0.0,0.9548611,577.19,0.0,-0.1663773,577.12,0.1042778,0.2387153,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126525,2025-09-28,19:44:18.154,2025-09-28 19:44:18.154,230,512,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.4050926,522.615,0.1000114,1.20081,577.19,0.0,-0.05787037,577.115,0.0,0.1736111,0,0,0,0,0,0,31,0,25,37,31,-12,24,36,1
126526,2025-09-28,19:44:18.737,2025-09-28 19:44:18.737,230,512,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.4412616,522.615,0.0,0.9548611,577.19,0.0,-0.05063657,577.12,0.0,0.2025463,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126527,2025-09-28,19:44:19.248,2025-09-28 19:44:19.248,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.354456,522.615,0.0,1.034433,577.19,0.0,-0.1446759,577.12,0.0,0.08680555,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126528,2025-09-28,19:44:19.763,2025-09-28 19:44:19.763,230,512,100,0,239,0,0,744,120,105,99,147,523.015,0.0,0.4050926,522.62,0.0,0.9548611,577.19,0.0,-0.02893518,577.115,0.0,0.2170139,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126529,2025-09-28,19:44:20.275,2025-09-28 19:44:20.275,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,1.244213,522.615,0.0,1.208044,577.19,0.0,-0.1374421,577.115,0.09866644,0.1663773,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126530,2025-09-28,19:44:20.788,2025-09-28 19:44:20.788,230,512,100,0,239,0,0,745,121,105,99,147,523.02,0.0,0.462963,522.615,0.0,0.9548611,577.19,0.0,-0.04340278,577.12,0.0,0.2242477,0,0,0,0,0,0,31,-9,25,37,31,10,24,36,1
126531,2025-09-28,19:44:21.304,2025-09-28 19:44:21.304,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.3689236,522.62,0.0,1.034433,577.19,0.0,-0.1591435,577.115,0.0,0.1663773,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126532,2025-09-28,19:44:21.815,2025-09-28 19:44:21.815,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.426794,522.615,0.0,0.9548611,577.19,0.0,-0.02893518,577.12,-0.09735667,0.1953125,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126533,2025-09-28,19:44:22.328,2025-09-28 19:44:22.328,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.4123264,522.615,0.09955875,1.034433,577.19,0.0,-0.007233796,577.12,-0.09955939,0.1302083,0,0,0,0,0,0,31,10,25,37,31,-11,24,36,1
126534,2025-09-28,19:44:22.839,2025-09-28 19:44:22.839,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,1.331019,522.62,0.0,1.128472,577.19,0.0,-0.1591435,577.115,-0.09692787,0.2314815,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126535,2025-09-28,19:44:23.350,2025-09-28 19:44:23.350,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.354456,522.615,-0.1018634,1.034433,577.19,0.0,-0.02893518,577.115,0.0,0.1157407,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126536,2025-09-28,19:44:23.863,2025-09-28 19:44:23.863,230,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.4484954,522.615,0.100468,0.9548611,577.19,0.0,-0.1519097,577.12,0.1000119,0.2170139,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126537,2025-09-28,19:44:24.374,2025-09-28 19:44:24.374,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.3761574,522.61,0.0,1.034433,577.19,0.0,-0.02170139,577.12,0.1028159,0.1229745,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126538,2025-09-28,19:44:24.890,2025-09-28 19:44:24.890,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.4846644,522.615,-0.2000228,1.128472,577.19,0.0,-0.05787037,577.12,0.0991108,0.2242477,0,0,0,0,0,0,31,0,25,37,31,10,24,36,1
126539,2025-09-28,19:44:25.403,2025-09-28 19:44:25.403,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,1.236979,522.615,0.0,1.034433,577.19,0.0,-0.1374421,577.115,-0.1013945,0.1880787,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126540,2025-09-28,19:44:25.985,2025-09-28 19:44:25.985,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.4195602,522.615,-0.1023372,0.9548611,577.19,0.0,-0.02893518,577.12,0.0,0.1808449,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126541,2025-09-28,19:44:26.498,2025-09-28 19:44:26.498,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,0.3616898,522.62,0.201858,1.034433,577.19,0.0,-0.1446759,577.12,0.1000119,0.1085069,0,0,0,0,0,0,31,0,25,37,31,-12,24,36,1
126542,2025-09-28,19:44:27.009,2025-09-28 19:44:27.009,231,512,100,0,239,0,0,745,120,105,99,146,523.015,0.0,0.4412616,522.615,-0.2000226,0.9620949,577.19,0.0,-0.02893518,577.115,0.1000118,0.2531829,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126543,2025-09-28,19:44:27.525,2025-09-28 19:44:27.525,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.0,1.229745,522.615,-0.1000114,1.193576,577.19,0.0,-0.01446759,577.12,0.0,0.1736111,0,0,0,0,0,0,31,10,25,37,31,10,24,36,1
126544,2025-09-28,19:44:28.038,2025-09-28 19:44:28.038,231,512,100,0,239,0,0,745,120,105,99,147,523.015,0.1309685,0.462963,522.62,0.0,0.9548611,577.19,0.0,-0.1591435,577.12,0.0,0.2314815,0,0,0,0,0,0,31,-10,25,37,31,-10,24,36,1
126545,2025-09-28,19:44:28.549,2025-09-28 19:44:28.549,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.3689236,522.62,-0.100468,1.034433,577.19,0.0,-0.02170139,577.115,-0.0991108,0.09403935,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126546,2025-09-28,19:44:29.064,2025-09-28 19:44:29.064,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.390625,522.615,0.0,0.9548611,577.19,0.0,-0.1591435,577.12,0.0,0.1880787,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126547,2025-09-28,19:44:29.576,2025-09-28 19:44:29.576,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.4123264,522.62,0.0,1.034433,577.19,0.0,-0.007233796,577.115,0.0,0.09403935,0,0,0,0,0,0,31,11,25,37,31,0,24,36,1
126548,2025-09-28,19:44:30.088,2025-09-28 19:44:30.088,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,1.345486,522.615,0.0,1.135706,577.19,0.0,-0.1519097,577.12,0.1000119,0.2242477,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126549,2025-09-28,19:44:30.600,2025-09-28 19:44:30.600,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.3110532,522.615,0.09911028,1.034433,577.19,0.0,-0.007233796,577.115,0.09778938,0.1012731,0,0,0,0,0,0,31,11,25,37,31,0,24,36,1
126550,2025-09-28,19:44:31.113,2025-09-28 19:44:31.113,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.4195602,522.61,0.0,0.9548611,577.19,0.0,-0.08680555,577.115,0.09866644,0.2025463,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126551,2025-09-28,19:44:31.628,2025-09-28 19:44:31.628,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.3761574,522.61,0.2000226,1.034433,577.19,0.0,-0.1374421,577.115,0.0,0.1302083,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126552,2025-09-28,19:44:32.143,2025-09-28 19:44:32.143,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.4918981,522.615,-0.1004681,0.9548611,577.19,0.0,-0.02893518,577.12,0.1000118,0.1880787,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126553,2025-09-28,19:44:32.657,2025-09-28 19:44:32.657,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.3399884,522.615,0.0,1.193576,577.19,0.0,-0.1302083,577.12,0.0,0.07957176,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126554,2025-09-28,19:44:33.169,2025-09-28 19:44:33.169,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.462963,522.61,-0.1009289,0.9548611,577.19,0.0,-0.03616898,577.115,0.0,0.1663773,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126555,2025-09-28,19:44:33.683,2025-09-28 19:44:33.683,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.3327546,522.615,-0.100468,1.034433,577.19,0.0,-0.09403935,577.115,-0.1000118,0.1157407,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126556,2025-09-28,19:44:34.194,2025-09-28 19:44:34.194,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.426794,522.615,0.0,0.9548611,577.19,0.0,-0.1591435,577.115,0.0,0.2025463,0,0,0,0,0,0,31,-10,25,37,31,10,24,36,1
126557,2025-09-28,19:44:34.705,2025-09-28 19:44:34.705,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,1.20081,522.615,-0.1000113,1.056134,577.19,0.0,-0.007233796,577.115,0.1000119,0.1446759,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126558,2025-09-28,19:44:35.217,2025-09-28 19:44:35.217,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.4050926,522.615,0.1009289,0.9910301,577.19,0.0,-0.1591435,577.115,0.0,0.2314815,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126559,2025-09-28,19:44:35.729,2025-09-28 19:44:35.729,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.3472222,522.61,0.0,1.034433,577.19,0.0,-0.02170139,577.12,0.09911091,0.09403935,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126560,2025-09-28,19:44:36.245,2025-09-28 19:44:36.245,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.4484954,522.615,0.09911038,0.9548611,577.19,0.0,-0.1591435,577.115,0.1000119,0.1663773,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126561,2025-09-28,19:44:36.756,2025-09-28 19:44:36.756,231,512,100,0,239,0,0,746,120,105,99,147,523.015,-0.0952498,0.3761574,522.615,0.0,1.041667,577.19,0.0,-0.007233796,577.115,0.0,0.09403935,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126562,2025-09-28,19:44:37.268,2025-09-28 19:44:37.268,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,1.35272,522.61,0.0,1.121238,577.19,0.0,-0.1229745,577.115,0.1009295,0.2748843,0,0,0,0,0,0,31,11,25,37,31,-12,24,36,1
126563,2025-09-28,19:44:37.784,2025-09-28 19:44:37.784,231,512,100,0,239,0,0,746,120,105,99,147,523.015,0.0,0.354456,522.615,0.0,1.034433,577.19,0.0,-0.1519097,577.115,0.0,0.1085069,0,0,0,0,0,0,31,10,25,37,31,10,24,36,1
126564,2025-09-28,19:44:38.296,2025-09-28 19:44:38.296,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,0.426794,522.615,0.2000226,0.9548611,577.19,0.0,-0.03616898,577.115,-0.1057818,0.1953125,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126565,2025-09-28,19:44:38.808,2025-09-28 19:44:38.808,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,0.3616898,522.615,0.101394,1.034433,577.19,0.0,-0.1302083,577.115,-0.1023378,0.1663773,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126566,2025-09-28,19:44:39.328,2025-09-28 19:44:39.328,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,0.4050926,522.615,0.0,0.9548611,577.19,0.0,-0.01446759,577.115,-0.1057818,0.2242477,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126567,2025-09-28,19:44:39.843,2025-09-28 19:44:39.843,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,1.128472,522.62,-0.1009289,1.20081,577.19,0.0,-0.1446759,577.115,0.0,0.1446759,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126568,2025-09-28,19:44:40.355,2025-09-28 19:44:40.355,231,512,100,0,239,0,0,747,120,105,99,147,523.015,-0.09911133,0.4484954,522.615,0.2009362,0.9476273,577.19,0.0,-0.03616898,577.115,-0.1004685,0.2314815,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126569,2025-09-28,19:44:40.870,2025-09-28 19:44:40.870,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,0.354456,522.61,-0.100468,1.034433,577.19,0.0,-0.01446759,577.115,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126570,2025-09-28,19:44:41.387,2025-09-28 19:44:41.387,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,0.4774306,522.615,-0.1000114,0.9548611,577.19,0.0,-0.1663773,577.115,0.0,0.2097801,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126571,2025-09-28,19:44:41.899,2025-09-28 19:44:41.899,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,1.14294,522.615,0.0,1.034433,577.19,0.0,-0.007233796,577.115,0.1023377,0.1157407,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126572,2025-09-28,19:44:42.413,2025-09-28 19:44:42.413,231,512,100,0,239,0,0,747,120,105,99,147,523.015,-0.1000124,0.3833912,522.61,-0.1004681,0.9548611,577.19,0.0,-0.1591435,577.115,0.0,0.2676505,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126573,2025-09-28,19:44:42.925,2025-09-28 19:44:42.925,231,512,100,0,239,0,0,747,120,105,99,147,523.015,0.0,0.354456,522.62,0.0,1.034433,577.19,0.0,-0.007233796,577.115,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
