SeqNo,Date,UTC Time,datetime,[°C*10] LCC_CABINET_TEMP,[°C*10] LCC_CABINET_HUM,[%] LCC_UPS_BATT_LVL,[bar] HPU_SYSTEM_PRESSURE,[°C*10] HPU_OIL_TEMPERATURE,[rpm] HPU_MOTOR_SPEED,[W] HPU_MOTOR_POWER,[V] BATTERIES_VOLTAGE,[A*10] BATTERIES_CURRENT,[kWh] BATTERIES_CAPACITY,[%] BATTERIES_SOC,[A*10] CHARGER_CURRENT,FRONT_LINKS_UL_POS,FRONT_LINKS_UL_SPEED,FRONT_LINKS_UL_VALVE,FRONT_LINKS_UR_POS,FRONT_LINKS_UR_SPEED,FRONT_LINKS_UR_VALVE,FRONT_LINKS_LL_POS,FRONT_LINKS_LL_SPEED,FRONT_LINKS_LL_VALVE,FRONT_LINKS_LR_POS,FRONT_LINKS_LR_SPEED,FRONT_LINKS_LR_VALVE,[°*10] TUGGER ROTATION,[°/s*100] TUGGER ROTATION SPEED,[bar] TUGGER PRESSURE A,[bar] TUGGER PRESSURE B,[bar] TUGGER PRESSURE BRAKE,[%] TUGGER VALVE,[mm] COG LEFT POSITION,[mm*100] COG LEFT SPEED,[bar] COG LEFT BOTTOMSIDE PRESSURE,[bar] COG LEFT RODSIDE PRESSURE,[mm] COG RIGHT POSITION,[mm*100] COG RIGHT SPEED,[bar] COG RIGHT BOTTOMSIDE PRESSURE,[bar] COG RIGHT RODSIDE PRESSURE,[%] COG VALVE FEEDBACK
126220,2025-09-28,19:41:41.217,2025-09-28 19:41:41.217,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.4774306,522.625,0.0,0.9548611,577.2,0.0,-0.04340278,577.125,0.0,0.2170139,0,0,0,0,0,0,31,0,25,37,31,-12,24,36,1
126221,2025-09-28,19:41:41.730,2025-09-28 19:41:41.730,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.3472222,522.63,0.0,1.034433,577.2,0.0,-0.1374421,577.125,0.0,0.1736111,0,0,0,0,0,0,31,11,25,37,31,0,24,36,1
126222,2025-09-28,19:41:42.246,2025-09-28 19:41:42.246,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.462963,522.625,0.0,0.9548611,577.2,0.0,0.0,577.125,0.0,0.1663773,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126223,2025-09-28,19:41:42.759,2025-09-28 19:41:42.759,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.3761574,522.625,0.0,1.150174,577.2,0.0,-0.1374421,577.125,0.0,0.1953125,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126224,2025-09-28,19:41:43.273,2025-09-28 19:41:43.273,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,1.331019,522.625,0.0,0.9476273,577.2,0.0,-0.02893518,577.13,0.0,0.2025463,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126225,2025-09-28,19:41:43.787,2025-09-28 19:41:43.787,227,519,100,0,239,0,0,736,121,105,99,147,523.04,0.0,0.3833912,522.625,-0.09955875,1.034433,577.2,0.0,-0.1446759,577.125,0.0,0.1229745,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126226,2025-09-28,19:41:44.302,2025-09-28 19:41:44.302,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.4557292,522.63,0.0,0.9548611,577.2,0.0,-0.02170139,577.125,0.0,0.2242477,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126227,2025-09-28,19:41:44.815,2025-09-28 19:41:44.815,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.3978588,522.625,-0.1018634,1.034433,577.2,0.0,-0.1519097,577.125,0.0,0.1519097,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126228,2025-09-28,19:41:45.330,2025-09-28 19:41:45.330,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,1.280382,522.625,0.09866593,1.128472,577.2,0.0,-0.02893518,577.125,0.0,0.2531829,0,0,0,0,0,0,31,-10,25,37,31,10,24,36,1
126229,2025-09-28,19:41:45.843,2025-09-28 19:41:45.843,227,519,100,0,239,0,0,736,122,105,99,147,523.04,0.0,0.354456,522.63,0.0,1.034433,577.2,0.0,-0.1446759,577.125,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126230,2025-09-28,19:41:46.357,2025-09-28 19:41:46.357,227,519,100,0,239,0,0,736,122,105,99,147,523.035,0.0,0.462963,522.625,0.0,0.9548611,577.2,0.0,-0.1302083,577.125,-0.1000119,0.2097801,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126231,2025-09-28,19:41:46.869,2025-09-28 19:41:46.869,227,519,100,0,239,0,0,736,122,105,99,147,523.035,0.0,0.3472222,522.625,0.0,1.041667,577.2,0.0,-0.1229745,577.125,0.0,0.1157407,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126232,2025-09-28,19:41:47.383,2025-09-28 19:41:47.383,227,519,100,0,239,0,0,736,121,105,99,147,523.04,0.1057822,0.4846644,522.625,0.0,0.9548611,577.2,0.0,-0.03616898,577.125,0.0,0.2170139,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126233,2025-09-28,19:41:47.897,2025-09-28 19:41:47.897,227,518,100,0,239,0,0,736,122,105,99,147,523.04,0.0,1.273148,522.625,0.0,1.20081,577.2,0.0,-0.1374421,577.125,0.0,0.1446759,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126234,2025-09-28,19:41:48.409,2025-09-28 19:41:48.409,227,518,100,0,239,0,0,737,122,105,99,147,523.04,-0.09692817,0.4195602,522.625,0.0,0.9548611,577.2,0.0,-0.01446759,577.13,0.1000119,0.2097801,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126235,2025-09-28,19:41:48.925,2025-09-28 19:41:48.925,227,518,100,0,239,0,0,737,122,105,99,147,523.04,0.0,0.390625,522.625,0.0,1.034433,577.2,0.0,-0.1302083,577.125,0.0,0.1085069,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126236,2025-09-28,19:41:49.437,2025-09-28 19:41:49.437,227,518,100,0,239,0,0,737,122,105,99,147,523.04,0.0,0.4557292,522.625,0.0,0.9548611,577.2,0.0,-0.01446759,577.125,0.0,0.1953125,0,0,0,0,0,0,31,0,25,37,31,-15,24,36,1
126237,2025-09-28,19:41:49.952,2025-09-28 19:41:49.952,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.1000124,0.4123264,522.63,0.09778887,1.041667,577.2,0.0,-0.1302083,577.125,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,-10,24,36,1
126238,2025-09-28,19:41:50.465,2025-09-28 19:41:50.465,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,1.323785,522.625,0.0,1.128472,577.2,0.0,-0.02170139,577.125,0.0,0.2314815,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126239,2025-09-28,19:41:50.979,2025-09-28 19:41:50.979,227,518,100,0,239,0,0,737,122,105,99,147,523.04,0.1000124,0.354456,522.625,0.1004681,1.034433,577.2,0.0,-0.1519097,577.125,-0.1032986,0.1302083,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126240,2025-09-28,19:41:51.493,2025-09-28 19:41:51.493,227,518,100,0,239,0,0,737,122,105,99,147,523.04,0.0,0.462963,522.625,0.1000114,0.9548611,577.2,0.0,-0.04340278,577.125,-0.102816,0.1591435,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126241,2025-09-28,19:41:52.008,2025-09-28 19:41:52.008,227,518,100,0,239,0,0,737,122,105,99,147,523.04,0.0,0.3616898,522.63,0.0,1.034433,577.2,0.0,-0.1229745,577.125,0.09866634,0.09403935,0,0,0,0,0,0,31,-10,25,37,31,10,24,36,1
126242,2025-09-28,19:41:52.522,2025-09-28 19:41:52.522,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,1.287616,522.63,0.0,0.9548611,577.2,0.0,-0.03616898,577.125,0.0,0.2459491,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126243,2025-09-28,19:41:53.040,2025-09-28 19:41:53.040,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3689236,522.625,0.0,1.171875,577.2,0.0,-0.1085069,577.125,0.0,0.1012731,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126244,2025-09-28,19:41:53.593,2025-09-28 19:41:53.593,227,518,100,0,239,0,0,737,122,105,99,147,523.035,-0.1000124,0.4557292,522.625,0.100468,0.9548611,577.2,0.0,-0.02170139,577.125,0.1000119,0.1519097,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126245,2025-09-28,19:41:54.108,2025-09-28 19:41:54.108,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.390625,522.63,-0.1000114,1.034433,577.2,0.0,-0.1519097,577.13,-0.1037859,0.05063657,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126246,2025-09-28,19:41:54.620,2025-09-28 19:41:54.620,227,518,100,0,239,0,0,737,122,105,99,147,523.04,0.0,0.4557292,522.62,0.09822544,0.9548611,577.2,0.0,-0.02893518,577.125,0.0,0.1880787,0,0,0,0,0,0,31,-10,25,37,31,10,24,36,1
126247,2025-09-28,19:41:55.132,2025-09-28 19:41:55.132,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,1.273148,522.625,0.0,1.193576,577.2,0.0,-0.1302083,577.125,0.0,0.2314815,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126248,2025-09-28,19:41:55.644,2025-09-28 19:41:55.644,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4340278,522.625,0.0,0.9548611,577.2,0.0,-0.02893518,577.125,0.0,0.1808449,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126249,2025-09-28,19:41:56.155,2025-09-28 19:41:56.155,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.354456,522.625,0.0,1.034433,577.2,0.0,-0.1302083,577.12,0.0,0.1302083,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126250,2025-09-28,19:41:56.668,2025-09-28 19:41:56.668,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4050926,522.63,0.0,0.9548611,577.2,0.0,-0.02893518,577.12,-0.09566355,0.2025463,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126251,2025-09-28,19:41:57.179,2025-09-28 19:41:57.179,227,518,100,0,239,0,0,737,121,105,99,147,523.035,0.0,0.354456,522.625,0.0,1.041667,577.2,0.0,-0.1157407,577.125,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126252,2025-09-28,19:41:57.690,2025-09-28 19:41:57.690,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.09283851,1.316551,522.62,-0.100929,1.121238,577.2,0.0,-0.01446759,577.125,0.0,0.2748843,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126253,2025-09-28,19:41:58.205,2025-09-28 19:41:58.205,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.354456,522.63,0.09955886,1.034433,577.2,0.0,-0.007233796,577.125,0.0,0.1085069,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126254,2025-09-28,19:41:58.718,2025-09-28 19:41:58.718,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.426794,522.625,-0.1004681,0.9548611,577.2,0.0,-0.1519097,577.13,0.0,0.2097801,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126255,2025-09-28,19:41:59.233,2025-09-28 19:41:59.233,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3689236,522.625,0.1009289,1.041667,577.2,0.0,-0.06510416,577.125,-0.1089239,0.1663773,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126256,2025-09-28,19:41:59.746,2025-09-28 19:41:59.746,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.9982639,522.625,0.0,0.9548611,577.2,0.0,-0.03616898,577.125,0.0,0.2170139,0,0,0,0,0,0,31,0,25,37,31,-11,24,36,1
126257,2025-09-28,19:42:00.260,2025-09-28 19:42:00.260,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3255208,522.625,-0.100468,1.034433,577.2,0.0,-0.1374421,577.125,0.0,0.1736111,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126258,2025-09-28,19:42:00.773,2025-09-28 19:42:00.773,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4123264,522.62,0.1000114,0.9548611,577.2,0.0,-0.02893518,577.125,-0.1000119,0.2097801,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126259,2025-09-28,19:42:01.285,2025-09-28 19:42:01.285,227,518,100,0,239,0,0,737,121,105,99,146,523.035,0.0,0.390625,522.625,0.09650224,1.034433,577.2,0.0,-0.1302083,577.125,0.0,0.08680555,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126260,2025-09-28,19:42:01.799,2025-09-28 19:42:01.799,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4557292,522.63,0.0,0.9548611,577.2,0.0,-0.01446759,577.125,0.0,0.2170139,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126261,2025-09-28,19:42:02.314,2025-09-28 19:42:02.314,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,1.280382,522.625,0.100468,1.215278,577.2,0.0,-0.1229745,577.125,0.0,0.1736111,0,0,0,0,0,0,31,11,25,37,31,0,24,36,1
126262,2025-09-28,19:42:02.828,2025-09-28 19:42:02.828,227,518,100,0,239,0,0,737,121,105,99,147,523.04,0.0,0.4123264,522.625,0.09955875,0.9548611,577.2,0.0,-0.02893518,577.125,0.0,0.1663773,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126263,2025-09-28,19:42:03.343,2025-09-28 19:42:03.343,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.390625,522.625,-0.1000114,1.034433,577.2,0.0,-0.1519097,577.125,0.0,0.1229745,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126264,2025-09-28,19:42:03.855,2025-09-28 19:42:03.855,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4484954,522.63,-0.1018634,0.9548611,577.2,0.0,-0.03616898,577.125,0.0,0.1880787,0,0,0,0,0,0,31,0,25,37,31,10,24,36,1
126265,2025-09-28,19:42:04.369,2025-09-28 19:42:04.369,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4050926,522.625,0.1000114,1.041667,577.2,0.0,-0.1519097,577.125,0.0,0.1374421,0,0,0,0,0,0,31,0,25,37,31,-10,24,36,1
126266,2025-09-28,19:42:04.884,2025-09-28 19:42:04.884,227,518,100,0,239,0,0,737,122,105,99,146,523.035,0.0,1.309317,522.625,0.1000113,1.128472,577.2,0.0,-0.01446759,577.125,0.2000239,0.2242477,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126267,2025-09-28,19:42:05.398,2025-09-28 19:42:05.398,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3689236,522.625,0.09955875,1.034433,577.2,0.0,-0.05063657,577.125,0.0,0.1085069,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126268,2025-09-28,19:42:05.912,2025-09-28 19:42:05.912,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.462963,522.63,0.0,0.9620949,577.2,0.0,-0.02170139,577.125,0.0,0.2170139,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126269,2025-09-28,19:42:06.424,2025-09-28 19:42:06.424,227,518,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3616898,522.62,0.09866593,1.034433,577.2,0.0,-0.1374421,577.125,-0.09911091,0.1157407,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126270,2025-09-28,19:42:06.936,2025-09-28 19:42:06.936,227,518,100,0,239,0,0,737,121,105,99,147,523.035,0.0,0.4918981,522.63,0.0,1.128472,577.2,0.0,-0.02170139,577.125,-0.09206113,0.2604167,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126271,2025-09-28,19:42:07.450,2025-09-28 19:42:07.450,227,516,100,0,239,0,0,737,121,105,99,147,523.035,0.0,1.251447,522.625,0.0,1.034433,577.2,0.0,-0.1446759,577.13,0.0,0.1953125,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126272,2025-09-28,19:42:07.964,2025-09-28 19:42:07.964,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4557292,522.625,0.0,0.9548611,577.2,0.0,-0.01446759,577.125,0.0,0.2097801,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126273,2025-09-28,19:42:08.477,2025-09-28 19:42:08.477,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3689236,522.63,0.0,1.034433,577.2,0.0,-0.1374421,577.13,0.0,0.08680555,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126274,2025-09-28,19:42:08.989,2025-09-28 19:42:08.989,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.462963,522.62,0.1000114,0.9548611,577.2,0.0,-0.02170139,577.125,0.0,0.2170139,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126275,2025-09-28,19:42:09.501,2025-09-28 19:42:09.501,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.390625,522.625,-0.1000114,1.208044,577.2,0.0,-0.1519097,577.125,0.0,0.1736111,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126276,2025-09-28,19:42:10.013,2025-09-28 19:42:10.013,227,516,100,0,239,0,0,737,122,105,99,147,523.035,-0.1116889,1.331019,522.625,0.0,0.9548611,577.2,0.0,-0.02170139,577.125,0.0,0.2242477,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126277,2025-09-28,19:42:10.528,2025-09-28 19:42:10.528,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3689236,522.625,0.0,1.034433,577.2,0.0,-0.1302083,577.125,0.0,0.07957176,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126278,2025-09-28,19:42:11.040,2025-09-28 19:42:11.040,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.462963,522.63,0.0,0.9548611,577.2,0.0,-0.01446759,577.125,0.0,0.1808449,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126279,2025-09-28,19:42:11.553,2025-09-28 19:42:11.553,227,516,100,0,239,0,0,737,121,105,99,147,523.035,0.0,0.4195602,522.625,0.201858,1.034433,577.2,0.0,-0.1519097,577.125,0.0,0.08680555,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126280,2025-09-28,19:42:12.064,2025-09-28 19:42:12.064,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,1.309317,522.62,-0.2000226,1.135706,577.2,0.0,-0.06510416,577.125,-0.09911091,0.2893519,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126281,2025-09-28,19:42:12.575,2025-09-28 19:42:12.575,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3038194,522.625,0.1023372,1.027199,577.2,0.0,-0.1302083,577.125,-0.1000118,0.1085069,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126282,2025-09-28,19:42:13.089,2025-09-28 19:42:13.089,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4701968,522.625,0.0,0.9548611,577.2,0.0,-0.02893518,577.125,0.0,0.1880787,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126283,2025-09-28,19:42:13.604,2025-09-28 19:42:13.604,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3472222,522.625,-0.09650214,1.034433,577.2,0.0,-0.1374421,577.125,0.0,0.06510416,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126284,2025-09-28,19:42:14.187,2025-09-28 19:42:14.187,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4557292,522.625,-0.1042773,0.9548611,577.2,0.0,-0.01446759,577.125,0.0,0.2604167,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126285,2025-09-28,19:42:14.719,2025-09-28 19:42:14.719,227,516,100,0,239,0,0,737,121,105,99,147,523.035,0.0,0.3616898,522.625,0.1004681,1.20081,577.2,0.0,-0.1302083,577.12,0.0,0.09403935,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126286,2025-09-28,19:42:15.230,2025-09-28 19:42:15.230,227,516,100,0,239,0,0,737,121,105,99,147,523.035,0.0,0.4701968,522.62,-0.09955875,0.9548611,577.2,0.0,-0.02893518,577.125,0.0,0.1808449,0,0,0,0,0,0,31,12,25,37,31,0,24,36,1
126287,2025-09-28,19:42:15.743,2025-09-28 19:42:15.743,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.1057822,0.318287,522.625,-0.09911028,1.034433,577.2,0.0,-0.1446759,577.125,0.0,0.1085069,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126288,2025-09-28,19:42:16.258,2025-09-28 19:42:16.258,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.426794,522.62,0.0,0.9548611,577.2,-0.09525,-0.1519097,577.125,0.0,0.2025463,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126289,2025-09-28,19:42:16.770,2025-09-28 19:42:16.770,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,1.258681,522.625,-0.1000113,1.099537,577.2,0.1018646,0.0,577.125,0.0,0.1374421,0,0,0,0,0,0,31,-10,25,37,31,-15,24,36,1
126290,2025-09-28,19:42:17.287,2025-09-28 19:42:17.287,227,516,100,0,239,0,0,737,121,105,99,147,523.035,0.0,0.4774306,522.62,0.09911038,0.9620949,577.2,0.0,-0.1446759,577.125,0.0,0.2459491,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126291,2025-09-28,19:42:17.799,2025-09-28 19:42:17.799,227,516,100,0,239,0,0,738,122,105,99,147,523.035,0.0,0.3616898,522.625,0.100468,1.027199,577.2,0.0,0.007233796,577.125,0.1094658,0.1302083,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126292,2025-09-28,19:42:18.312,2025-09-28 19:42:18.312,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.4557292,522.625,-0.1000114,0.9548611,577.2,0.0,-0.08680555,577.125,0.0,0.1808449,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126293,2025-09-28,19:42:18.825,2025-09-28 19:42:18.825,227,516,100,0,239,0,0,737,122,105,99,147,523.035,0.0,0.3689236,522.62,0.0,1.034433,577.195,0.0,-0.1229745,577.125,0.0,0.09403935,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126294,2025-09-28,19:42:19.340,2025-09-28 19:42:19.340,227,516,100,0,239,0,0,738,122,105,99,147,523.035,0.0,1.309317,522.625,0.0,1.128472,577.195,0.1004692,-0.03616898,577.125,-0.09911091,0.2604167,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126295,2025-09-28,19:42:19.853,2025-09-28 19:42:19.853,227,516,100,0,239,0,0,738,122,105,99,147,523.035,0.0,0.354456,522.625,0.1018634,1.034433,577.195,0.0,-0.1374421,577.125,-0.09955939,0.1953125,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126296,2025-09-28,19:42:20.367,2025-09-28 19:42:20.367,227,516,100,0,239,0,0,738,121,105,99,147,523.035,0.1004691,0.4991319,522.62,-0.1018634,0.9548611,577.2,-0.09955992,-0.01446759,577.125,0.0,0.2025463,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126297,2025-09-28,19:42:20.883,2025-09-28 19:42:20.883,227,516,100,0,239,0,0,738,122,105,99,147,523.035,0.0,0.3038194,522.625,0.1009289,1.034433,577.2,0.1057824,-0.1012731,577.12,0.1052757,0.1085069,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126298,2025-09-28,19:42:21.397,2025-09-28 19:42:21.397,227,516,100,0,239,0,0,738,121,105,99,147,523.03,0.0,0.4774306,522.625,0.0,0.9620949,577.2,0.0,-0.02893518,577.125,0.101864,0.2821181,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126299,2025-09-28,19:42:21.910,2025-09-28 19:42:21.910,227,516,100,0,239,0,0,738,121,105,99,147,523.035,0.0,0.9620949,522.62,-0.09955875,1.208044,577.2,0.0,-0.1229745,577.125,0.1062928,0.1446759,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126300,2025-09-28,19:42:22.423,2025-09-28 19:42:22.423,227,516,100,0,239,0,0,738,121,105,99,147,523.03,-0.09955981,0.462963,522.625,0.1000114,0.9548611,577.195,0.0,-0.01446759,577.125,0.0,0.1663773,0,0,0,0,0,0,31,10,25,37,31,0,24,36,1
126301,2025-09-28,19:42:22.935,2025-09-28 19:42:22.935,227,516,100,0,239,0,0,738,122,105,99,147,523.03,0.0,0.3472222,522.625,-0.100468,1.034433,577.2,0.0,-0.01446759,577.125,0.1000119,0.1229745,0,0,0,0,0,0,31,0,25,37,31,-15,24,36,1
126302,2025-09-28,19:42:23.447,2025-09-28 19:42:23.447,227,516,100,0,239,0,0,738,121,105,99,147,523.03,0.0,0.4701968,522.62,0.0,0.9548611,577.2,-0.09955992,-0.1519097,577.125,0.0,0.2097801,0,0,0,0,0,0,31,-10,25,37,31,-10,24,36,1
126303,2025-09-28,19:42:23.959,2025-09-28 19:42:23.959,227,516,100,0,239,0,0,738,122,105,99,147,523.035,-0.1023382,1.208044,522.625,0.0,1.0489,577.195,-0.1000125,-0.007233796,577.125,0.1023378,0.1157407,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126304,2025-09-28,19:42:24.470,2025-09-28 19:42:24.470,227,516,100,0,239,0,0,738,122,105,99,147,523.03,0.0,0.4195602,522.625,-0.1000114,1.128472,577.2,0.0,-0.1157407,577.125,0.0,0.2531829,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126305,2025-09-28,19:42:24.984,2025-09-28 19:42:24.984,227,516,100,0,239,0,0,738,122,105,99,147,523.03,-0.09911133,0.3761574,522.62,0.0,1.034433,577.2,0.0,-0.1157407,577.125,0.0,0.1229745,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126306,2025-09-28,19:42:25.495,2025-09-28 19:42:25.495,227,516,100,0,239,0,0,738,122,105,99,147,523.03,0.09206159,0.4918981,522.625,0.0,0.9476273,577.2,0.09911143,-0.02893518,577.125,-0.09955928,0.1663773,0,0,0,0,0,0,31,0,25,37,31,10,24,36,1
126307,2025-09-28,19:42:26.007,2025-09-28 19:42:26.007,227,516,100,0,239,0,0,738,122,105,99,147,523.03,0.0,0.3761574,522.62,0.0,1.034433,577.195,-0.10093,-0.1374421,577.125,0.0,0.1591435,0,0,0,0,0,0,31,0,25,37,31,0,24,36,1
126308,2025-09-28,19:42:26.520,2025-09-28 19:42:26.520,227,516,100,0,239,0,0,738,121,105,99,147,523.03,-0.1023381,1.323785,522.62,0.2009362,1.121238,577.2,0.1000125,-0.02893518,577.125,0.1052757,0.3038194,0,0,0,0,0,0,31,-10,25,37,31,0,24,36,1
126309,2025-09-28,19:42:27.032,2025-09-28 19:42:27.032,227,516,100,0,239,0,0,738,121,105,99,147,523.03,0.0,0.318287,522.625,0.0,1.027199,577.195,0.1000125,-0.1374421,577.12,0.0,0.1663773,0,0,0,0,0,0,31,0,25,37,31,10,24,36,1
