datetime,SwitchName, SwitchValue, FCName, NetworkNo, EventID
2025-09-24 10:52:57.995,BATTERYSYSTEM.S_Batteries                         ,2,UC_BatterySystem                   ,1,101
2025-09-24 10:52:57.999,BATTERYSYSTEM.S_HeatingBattery                    ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:52:57.999,HPU.MS_HPU                                        ,0,UC_WD_HPU                          ,1,1
2025-09-24 10:52:58.102,BATTERYSYSTEM.MS_Batteries                        ,1,UC_BatterySystem                   ,1,102
2025-09-24 10:52:58.102,BATTERYSYSTEM.S_Batteries                         ,0,UC_BatterySystem                   ,1,2
2025-09-24 10:52:58.702,BATTERYSYSTEM.MS_Batteries                        ,2,UC_BatterySystem                   ,1,203
2025-09-24 10:52:58.703,BATTERYSYSTEM.S_Batteries                         ,2,UC_BatterySystem                   ,1,101
2025-09-24 10:53:01.367,HPU.MS_DRIVE                                      ,1,UC_HPU                             ,1,101
2025-09-24 10:53:01.507,BATTERYSYSTEM.MS_Charger                          ,1,UC_BatterySystem                   ,1,102
2025-09-24 10:53:04.702,BATTERYSYSTEM.MS_Batteries                        ,3,UC_BatterySystem                   ,1,301
2025-09-24 10:53:04.707,HPU.S_DRIVE                                       ,1,UC_HPU                             ,1,103
2025-09-24 10:53:04.721,HPU.MS_DRIVE                                      ,2,UC_HPU                             ,1,201
2025-09-24 10:53:07.314,SYSTEM.MS_SYSTEM_MODE                             ,0,GUC_System                         ,1,1
2025-09-24 10:53:07.315,HPU.S_DRIVE                                       ,0,UC_HPU                             ,1,2
2025-09-24 10:53:07.315,BATTERYSYSTEM.MS_Batteries                        ,0,UC_BatterySystem                   ,1,2
2025-09-24 10:53:07.315,BATTERYSYSTEM.S_Batteries                         ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:53:07.319,HPU.MS_HPU                                        ,-1,UC_WD_HPU                          ,1,-101
2025-09-24 10:53:07.330,HPU.MS_DRIVE                                      ,1,UC_HPU                             ,1,101
2025-09-24 10:53:07.333,BATTERYSYSTEM.S_HeatingBattery                    ,1,UC_BatterySystem                   ,1,103
2025-09-24 10:53:08.660,HPU.MS_DRIVE                                      ,0,UC_HPU                             ,1,1
2025-09-24 10:53:08.888,BATTERYSYSTEM.MS_Charger                          ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:53:08.902,BATTERYSYSTEM.MS_Batteries                        ,1,UC_BatterySystem                   ,1,101
2025-09-24 10:53:20.249,SYSTEM.MS_CONTROL                                 ,1,GUC_System                         ,1,101
2025-09-24 10:53:20.253,HPU.MS_HPU                                        ,-2,UC_WD_HPU                          ,1,-101
2025-09-24 10:53:20.253,HPU.S_DRIVE                                       ,-2,UC_WD_HPU                          ,1,-101
2025-09-24 10:53:20.254,BATTERYSYSTEM.S_Batteries                         ,-2,UC_WD_BatterySystem                ,1,-201
2025-09-24 10:53:20.254,BATTERYSYSTEM.S_Charger                           ,-2,UC_WD_BatterySystem                ,1,-201
2025-09-24 10:53:20.254,BATTERYSYSTEM.S_HeatingBattery                    ,-2,UC_WD_BatterySystem                ,1,-201
2025-09-24 10:53:20.254,TUGGER.MS_TUGGER                                  ,-2,UC_WD_Tugger                       ,1,-201
2025-09-24 10:53:20.254,GUIDES.MS_GUIDES                                  ,-2,UC_WD_Guides                       ,1,-201
2025-09-24 10:53:20.254,GUIDES.MS_GUIDE_FRONT                             ,-2,UC_WD_Guides                       ,1,-201
2025-09-24 10:53:20.254,GUIDES.MS_GUIDE_REAR                              ,-2,UC_WD_Guides                       ,1,-201
2025-09-24 10:53:20.254,CLAMPS.MS_CLAMPS                                  ,-2,UC_WD_Clamps                       ,1,-201
2025-09-24 10:53:20.254,CLAMPS.MS_CLAMP_FRONT                             ,-2,UC_WD_Clamps                       ,1,-201
2025-09-24 10:53:20.255,CLAMPS.MS_CLAMP_REAR                              ,-2,UC_WD_Clamps                       ,1,-201
2025-09-24 10:53:20.265,BATTERYSYSTEM.MS_Charger                          ,-1,UC_WD_BatterySystem                ,1,1
2025-09-24 10:53:24.049,SYSTEM.MS_CONTROL                                 ,0,GUC_System                         ,1,1
2025-09-24 10:53:29.898,HPU.MS_HPU                                        ,-1,UC_WD_HPU                          ,1,1
2025-09-24 10:53:29.898,HPU.S_DRIVE                                       ,-1,UC_WD_HPU                          ,1,1
2025-09-24 10:53:29.898,HPU.S_DRIVE                                       ,0,UC_WD_HPU                          ,1,1
2025-09-24 10:53:29.898,BATTERYSYSTEM.S_Batteries                         ,0,UC_WD_BatterySystem                ,1,1
2025-09-24 10:53:29.898,BATTERYSYSTEM.S_Charger                           ,-1,UC_WD_BatterySystem                ,1,-101
2025-09-24 10:53:29.898,BATTERYSYSTEM.S_Charger                           ,0,UC_WD_BatterySystem                ,1,1
2025-09-24 10:53:29.899,BATTERYSYSTEM.S_HeatingBattery                    ,-1,UC_WD_BatterySystem                ,1,-101
2025-09-24 10:53:29.899,BATTERYSYSTEM.S_HeatingBattery                    ,0,UC_WD_BatterySystem                ,1,1
2025-09-24 10:53:29.899,TUGGER.MS_TUGGER                                  ,-1,UC_WD_Tugger                       ,1,-101
2025-09-24 10:53:29.899,GUIDES.MS_GUIDES                                  ,-1,UC_WD_Guides                       ,1,-101
2025-09-24 10:53:29.899,GUIDES.MS_GUIDE_FRONT                             ,-1,UC_WD_Guides                       ,1,-101
2025-09-24 10:53:29.899,GUIDES.MS_GUIDE_REAR                              ,-1,UC_WD_Guides                       ,1,-101
2025-09-24 10:53:29.899,CLAMPS.MS_CLAMPS                                  ,-1,UC_WD_Clamps                       ,1,-101
2025-09-24 10:53:29.899,CLAMPS.MS_CLAMP_FRONT                             ,-1,UC_WD_Clamps                       ,1,-101
2025-09-24 10:53:29.900,CLAMPS.MS_CLAMP_REAR                              ,-1,UC_WD_Clamps                       ,1,-101
2025-09-24 10:53:29.903,BATTERYSYSTEM.S_HeatingBattery                    ,1,UC_BatterySystem                   ,1,103
2025-09-24 10:53:29.914,BATTERYSYSTEM.MS_Charger                          ,0,UC_WD_BatterySystem                ,1,101
2025-09-24 10:53:32.195,SYSTEM.MS_SYSTEM_MODE                             ,30,GUC_System                         ,1,3001
2025-09-24 10:53:32.197,BATTERYSYSTEM.MS_Batteries                        ,2,UC_BatterySystem                   ,1,203
2025-09-24 10:53:32.197,BATTERYSYSTEM.S_Batteries                         ,2,UC_BatterySystem                   ,1,101
2025-09-24 10:53:32.202,BATTERYSYSTEM.S_HeatingBattery                    ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:53:32.202,HPU.MS_HPU                                        ,0,UC_WD_HPU                          ,1,1
2025-09-24 10:53:32.305,BATTERYSYSTEM.MS_Batteries                        ,1,UC_BatterySystem                   ,1,102
2025-09-24 10:53:32.305,BATTERYSYSTEM.S_Batteries                         ,0,UC_BatterySystem                   ,1,2
2025-09-24 10:53:32.902,BATTERYSYSTEM.MS_Batteries                        ,2,UC_BatterySystem                   ,1,203
2025-09-24 10:53:32.902,BATTERYSYSTEM.S_Batteries                         ,2,UC_BatterySystem                   ,1,101
2025-09-24 10:53:35.534,HPU.MS_DRIVE                                      ,1,UC_HPU                             ,1,101
2025-09-24 10:53:35.671,BATTERYSYSTEM.MS_Charger                          ,1,UC_BatterySystem                   ,1,102
2025-09-24 10:53:38.905,BATTERYSYSTEM.MS_Batteries                        ,3,UC_BatterySystem                   ,1,301
2025-09-24 10:53:38.909,HPU.S_DRIVE                                       ,1,UC_HPU                             ,1,103
2025-09-24 10:53:38.920,HPU.MS_DRIVE                                      ,2,UC_HPU                             ,1,201
2025-09-24 10:53:57.106,SYSTEM.MS_SYSTEM_MODE                             ,0,GUC_System                         ,1,1
2025-09-24 10:53:57.108,HPU.S_DRIVE                                       ,0,UC_HPU                             ,1,2
2025-09-24 10:53:57.108,BATTERYSYSTEM.MS_Batteries                        ,0,UC_BatterySystem                   ,1,2
2025-09-24 10:53:57.108,BATTERYSYSTEM.S_Batteries                         ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:53:57.112,HPU.MS_HPU                                        ,-1,UC_WD_HPU                          ,1,-101
2025-09-24 10:53:57.122,HPU.MS_DRIVE                                      ,1,UC_HPU                             ,1,101
2025-09-24 10:53:57.126,BATTERYSYSTEM.S_HeatingBattery                    ,1,UC_BatterySystem                   ,1,103
2025-09-24 10:53:58.463,HPU.MS_DRIVE                                      ,0,UC_HPU                             ,1,1
2025-09-24 10:53:58.676,BATTERYSYSTEM.MS_Charger                          ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:53:58.704,BATTERYSYSTEM.MS_Batteries                        ,1,UC_BatterySystem                   ,1,101
2025-09-24 10:56:18.503,SYSTEM.MS_SYSTEM_MODE                             ,30,GUC_System                         ,1,3001
2025-09-24 10:56:18.504,BATTERYSYSTEM.MS_Batteries                        ,2,UC_BatterySystem                   ,1,203
2025-09-24 10:56:18.505,BATTERYSYSTEM.S_Batteries                         ,2,UC_BatterySystem                   ,1,101
2025-09-24 10:56:18.509,BATTERYSYSTEM.S_HeatingBattery                    ,0,UC_BatterySystem                   ,1,1
2025-09-24 10:56:18.509,HPU.MS_HPU                                        ,0,UC_WD_HPU                          ,1,1
2025-09-24 10:56:21.157,HPU.MS_DRIVE                                      ,1,UC_HPU                             ,1,101
2025-09-24 10:56:21.284,BATTERYSYSTEM.MS_Charger                          ,1,UC_BatterySystem                   ,1,102
2025-09-24 10:56:24.506,BATTERYSYSTEM.MS_Batteries                        ,3,UC_BatterySystem                   ,1,301
2025-09-24 10:56:24.510,HPU.S_DRIVE                                       ,1,UC_HPU                             ,1,103
2025-09-24 10:56:24.524,HPU.MS_DRIVE                                      ,2,UC_HPU                             ,1,201
2025-09-24 10:56:28.794,GUIDES.MS_GUIDES                                  ,0,UC_WD_Guides                       ,1,1
2025-09-24 10:56:28.794,GUIDES.MS_GUIDE_FRONT                             ,0,UC_WD_Guides                       ,1,1
2025-09-24 10:56:28.794,GUIDES.MS_GUIDE_REAR                              ,0,UC_WD_Guides                       ,1,1
2025-09-24 10:56:32.559,GUIDES.MS_GUIDES                                  ,1,UC_Guides                          ,1,101
2025-09-24 10:56:32.559,GUIDES.MS_GUIDE_FRONT                             ,1,UC_Guides                          ,1,101
2025-09-24 10:56:32.559,GUIDES.MS_GUIDE_REAR                              ,1,UC_Guides                          ,1,101
2025-09-24 10:56:32.567,HPU.MS_HPU                                        ,1,UC_HPU                             ,1,101
2025-09-24 10:56:32.567,HPU.S_DRIVE                                       ,2,UC_HPU                             ,1,201
2025-09-24 10:56:32.670,HPU.MS_DRIVE                                      ,3,UC_HPU                             ,1,301
2025-09-24 10:56:35.293,HPU.MS_DRIVE                                      ,4,UC_HPU                             ,1,401
2025-09-24 10:56:35.297,HPU.MS_HPU                                        ,2,UC_HPU                             ,1,201
2025-09-24 10:56:35.297,HPU.S_HPU_PRESSURE                                ,1,UC_HPU                             ,1,101
2025-09-24 10:56:37.668,GUIDES.S_GUIDE_FRONT                              ,1,UC_Guides                          ,1,101
2025-09-24 10:56:37.668,GUIDES.S_GUIDE_REAR                               ,1,UC_Guides                          ,1,101
2025-09-24 10:57:23.018,GUIDES.S_GUIDE_FRONT                              ,0,UC_Guides                          ,1,2
2025-09-24 10:57:28.464,GUIDES.S_GUIDE_REAR                               ,0,UC_Guides                          ,1,2
2025-09-24 10:57:29.060,GUIDES.MS_GUIDES                                  ,0,UC_Guides                          ,1,1
2025-09-24 10:57:29.060,GUIDES.MS_GUIDE_FRONT                             ,0,UC_Guides                          ,1,1
2025-09-24 10:57:29.060,GUIDES.MS_GUIDE_REAR                              ,0,UC_Guides                          ,1,1
2025-09-24 10:57:29.784,GUIDES.MS_GUIDES                                  ,2,UC_Guides                          ,1,201
2025-09-24 10:57:29.784,GUIDES.MS_GUIDE_FRONT                             ,2,UC_Guides                          ,1,201
2025-09-24 10:57:29.784,GUIDES.MS_GUIDE_REAR                              ,2,UC_Guides                          ,1,201
2025-09-24 10:57:29.784,GUIDES.S_GUIDE_FRONT                              ,2,UC_Guides                          ,1,201
2025-09-24 10:57:29.784,GUIDES.S_GUIDE_REAR                               ,2,UC_Guides                          ,1,201
